ORI9,TYPE,BJS_AGENCYNAME,CITY,STATENAME,STATECODE,POP2012,FTSWORN,FTCIV,PERS_PDSW_MFT,PERS_FTS_WHT,PAY_SAL_EXC_MIN,PAY_SAL_EXC_MAX,PAY_SAL_SGT_MIN,PAY_SAL_SGT_MAX,PAY_SAL_OFCR_MIN,PAY_SAL_OFCR_MAX,PAY_BARG,BDGT_TTL
NJ0021700,1,FAIR LAWN POLICE DEPT                                                                               ,Fair Lawn                               ,New Jersey          ,NJ,32847,56,11,55,53,140616,154400,93375,117349,36701,108425,(1) Yes,3888170
NJ0180700,1,FAR HILLS BORO POLICE DEPT                                                                          ,Far Hills                               ,New Jersey          ,NJ,923,6,0,6,6,130000,130000,101000,101000,51000,51000,(1) Yes,980000
NJ0021900,1,FORT LEE POLICE DEPT                                                                                ,Fort Lee                                ,New Jersey          ,NJ,35732,87,20,82,73,190000,206000,126700,129241,32640,117492,(1) Yes,NA
NJ0080500,1,FRANKLIN TWP (GLOUCESTER CO.) POLICE DEPT                                                           ,Franklinville                           ,New Jersey          ,NJ,16741,23,3,22,21,107000,107000,92876,90087,39206,70723,(1) Yes,2500000
NJ0180800,1,FRANKLIN TWP (SOMERSET CO.) POLICE DEPT                                                             ,Somerset                                ,New Jersey          ,NJ,63485,99,16,88,57,170000,170000,120000,120000,30000,30000,(1) Yes,NA
NJ0011100,1,GALLOWAY TWP POLICE DEPT                                                                            ,Galloway                                ,New Jersey          ,NJ,37318,49,17,44,44,120000,135000,100400,116000,42000,95600,(1) Yes,9350132
NJ0041500,1,GLOUCESTER TWP POLICE DEPT                                                                          ,Blackwood                               ,New Jersey          ,NJ,64634,120,23,114,117,146508,156275,107622,120537,33830,104413,(1) Yes,13780908
NJ0022300,1,HACKENSACK POLICE DEPT                                                                              ,Hackensack                              ,New Jersey          ,NJ,43845,113,20,106,85,182858,182858,125092,125092,33589,115353,NA,16076500
NJ0190900,1,HAMBURG POLICE DEPT                                                                                 ,Hamburg                                 ,New Jersey          ,NJ,3208,7,2,6,7,NA,NA,82525,82525,43365,80525,(1) Yes,670000
NJ0011200,1,HAMILTON TWP (ATLANTIC CO.) POLICE DEPT                                                             ,Mays Landing                            ,New Jersey          ,NJ,26728,47,17,43,45,105461,121375,94431,96247,47609,89818,(1) Yes,6021450
NJ0141200,1,HANOVER TWP POLICE DEPT                                                                             ,Whippany                                ,New Jersey          ,NJ,13894,28,7,28,28,1.00E+05,131000,94172,98730,46389,85963,(1) Yes,3263738
NJ0160400,1,HAWTHORNE POLICE DEPT                                                                               ,Hawthorne                               ,New Jersey          ,NJ,18888,30,6,30,30,143050,143050,125000,125000,34500,34500,(1) Yes,5.00E+06
NJ0200700,1,HILLSIDE TWP POLICE DEPT                                                                            ,Hillside                                ,New Jersey          ,NJ,21603,64,11,53,42,164700,164700,111395,111395,36085,93830,(1) Yes,4150000
NJ0090500,1,HOBOKEN POLICE DEPT                                                                                 ,Hoboken                                 ,New Jersey          ,NJ,52034,126,17,121,80,185000,185000,95299,108227,39906,93299,(1) Yes,9.00E+06
NJ0090000,2,HUDSON COUNTY SHERIFFS DEPT                                                                         ,Jersey City                             ,New Jersey          ,NJ,652302,233,105,197,129,117500,117500,88813,101426,30139,84584,(1) Yes,23689782
NJ0070900,1,IRVINGTON TWP POLICE DEPT                                                                           ,Irvington                               ,New Jersey          ,NJ,54108,158,28,122,20,154000,154000,105000,109000,40700,96000,(1) Yes,18082939
NJ0090600,1,JERSEY CITY POLICE DEPT                                                                             ,Jersey City                             ,New Jersey          ,NJ,254441,799,150,698,514,187000,187000,104000,120000,45600,110000,(1) Yes,9.10E+07
NJ0090700,1,KEARNY POLICE DEPT                                                                                  ,Kearny                                  ,New Jersey          ,NJ,41389,99,8,93,74,191820,191820,107520,116172,41282,100760,(1) Yes,NA
NJ0134700,1,LAKE COMO POLICE DEPT                                                                               ,Lake Como                               ,New Jersey          ,NJ,1738,10,0,10,6,111138,111138,100755,102770,33000,97933,(1) Yes,1165000
NJ0151400,1,LAKEWOOD TWP POLICE DEPT                                                                            ,Lakewood                                ,New Jersey          ,NJ,92740,117,14,108,90,182130,209000,133866,137715,47219,47219,(1) Yes,15512300
NJ0200900,1,LINDEN POLICE DEPT                                                                                  ,Linden                                  ,New Jersey          ,NJ,40880,130,24,123,114,147424,151374,109508,113458,48081,94981,(1) Yes,1.50E+07
NJ0160500,1,LITTLE FALLS TWP POLICE DEPT                                                                        ,Little Falls                            ,New Jersey          ,NJ,14472,24,4,21,24,99500,165500,105135,105135,39215,97125,(1) Yes,NA
NJ0071000,1,LIVINGSTON TWP POLICE DEPT                                                                          ,Livingston                              ,New Jersey          ,NJ,29526,68,10,64,65,154000,188000,115754,115754,58804,101786,(1) Yes,9396076
NJ0132500,1,LONG BRANCH (CITY) PUB SFTY DEPT                                                                    ,Long Branch                             ,New Jersey          ,NJ,30646,79,20,73,57,165000,165000,125000,125000,38000,1.00E+05,(1) Yes,1.10E+07
NJ0211600,1,MANSFIELD TWP POLICE DEPT                                                                           ,Port Murray                             ,New Jersey          ,NJ,7593,12,1,12,12,95000,95000,86000,86000,40000,40000,(1) Yes,1.00E+06
NJ0132800,1,MARLBORO TWP POLICE DEPT                                                                            ,Marlboro                                ,New Jersey          ,NJ,40201,66,24,60,65,NA,NA,NA,NA,NA,NA,NA,9300000
NJ0141900,1,MENDHAM TWP POLICE DEPT                                                                             ,Brookside                               ,New Jersey          ,NJ,5897,14,2,14,14,260000,280800,208000,228800,41600,103840,(1) Yes,1.00E+06
NJ0121100,1,MIDDLESEX BORO POLICE DEPT                                                                          ,Middlesex                               ,New Jersey          ,NJ,13737,26,0,25,26,141000,141000,105805,105805,48397,98351,(1) Yes,NA
NJ0061000,1,MILLVILLE POLICE DEPT                                                                               ,Millville                               ,New Jersey          ,NJ,28619,68,11,62,57,114449,114449,83109,89955,32167,38801,(1) Yes,7090350
NJ0081100,1,MONROE TWP POLICE DEPT                                                                              ,Williamstown                            ,New Jersey          ,NJ,36597,60,6,59,57,106662,106662,95103,98724,39000,87961,(1) Yes,6888000
NJ0071300,1,MONTCLAIR TWP POLICE DEPT                                                                           ,Montclair                               ,New Jersey          ,NJ,37851,103,17,93,76,170000,170000,101295,109000,52000,90000,(1) Yes,1.30E+07
NJ0140000,2,MORRIS COUNTY SHERIFFS OFFICE                                                                       ,Morristown                              ,New Jersey          ,NJ,497999,80,32,63,72,129317,131905,91537,107041,44162,87226,(1) Yes,5309400
NJ0142200,1,MORRIS TWP POLICE DEPT                                                                              ,Morristown                              ,New Jersey          ,NJ,22565,42,4,39,37,142000,142000,108000,108000,57000,57000,(1) Yes,NA
NJ0142400,1,MORRISTOWN POLICE DEPT                                                                              ,Morristown                              ,New Jersey          ,NJ,18523,52,4,50,43,138455,138455,102694,104562,52739,93359,(1) Yes,NA
NJ0133400,1,NEPTUNE TWP POLICE DEPT                                                                             ,Neptune                                 ,New Jersey          ,NJ,27889,72,10,67,49,130000,168000,86000,108000,25000,92000,(1) Yes,8438000
NJ0121400,1,NEW BRUNSWICK POLICE DEPT                                                                           ,New Brunswick                           ,New Jersey          ,NJ,56160,136,31,131,93,NA,NA,111218,122340,43363,109765,(1) Yes,16500000
NJNSP0000,3,New Jersey State Police                                                                             ,West Trenton                            ,New Jersey          ,NJ,8843986,2577,1260,2472,2131,132300,132300,75743,110424,57854,81022,(1) Yes,227817000
NJNPD0000,1,NEWARK POLICE DEPT                                                                                  ,Newark                                  ,New Jersey          ,NJ,277727,999,118,795,251,190000,190000,91573,101615,34466,89866,(1) Yes,132502505
NJ0090800,1,NORTH BERGEN TWP POLICE DEPT                                                                        ,North Bergen                            ,New Jersey          ,NJ,61960,116,17,104,55,180000,205000,95000,110000,25000,86000,(1) Yes,10500000
NJ0160600,1,NORTH HALEDON POLICE DEPT                                                                           ,North Haledon                           ,New Jersey          ,NJ,8442,18,4,17,17,146461,146461,115656,119065,64368,64368,(1) Yes,2547340
NJ0024100,1,NORWOOD POLICE DEPT                                                                                 ,Norwood                                 ,New Jersey          ,NJ,5815,14,1,13,14,159000,159000,118000,118000,25000,113000,(1) Yes,1828000
NJ0191600,1,OGDENSBURG POLICE DEPT                                                                              ,Ogdensburg                              ,New Jersey          ,NJ,2376,7,0,7,7,117000,117000,82000,82000,30000,77000,(1) Yes,750000
NJ0120900,1,OLD BRIDGE TWP POLICE DEPT                                                                          ,Old Bridge                              ,New Jersey          ,NJ,66179,86,25,84,86,132000,132000,91000,91000,43000,43000,(1) Yes,11800000
NJ0071700,1,ORANGE (CITY OF) TWP POLICE DEPT                                                                    ,Orange                                  ,New Jersey          ,NJ,30744,104,11,82,27,112862,128662,96734,110277,35860,79726,(1) Yes,10500000
NJ0024700,1,PARK RIDGE POLICE DEPT                                                                              ,Park Ridge                              ,New Jersey          ,NJ,8863,17,0,17,17,161000,161000,122000,122000,112000,112000,(1) Yes,2300000
NJ0142900,1,PARSIPPANY-TROY HILLS TWP POLICE DEPT                                                               ,Parsippany                              ,New Jersey          ,NJ,53709,89,10,85,80,NA,NA,110991,110991,42891,98487,(1) Yes,14339446
NJ0160700,1,PASSAIC POLICE DEPT                                                                                 ,Passaic                                 ,New Jersey          ,NJ,70218,153,27,137,51,129912,129912,110267,110267,37983,37983,(1) Yes,1.50E+07
NJ0160800,1,PATERSON POLICE DEPT                                                                                ,Paterson                                ,New Jersey          ,NJ,145219,365,82,322,159,174532,174532,93347,103898,33128,87292,(1) Yes,40191125
